summary_nr,Event Date,Abstract Text,Event Description,Event Keywords,con_end,Construction End Use,build_stor,Building Stories,proj_cost,Project Cost,proj_type,Project Type,Degree of Injury,nature_of_inj,Nature of Injury,part_of_body,Part of Body,event_type,Event type,evn_factor,Environmental Factor,hum_factor,Human Factor,task_assigned,Task Assigned,hazsub,fat_cause,fall_ht
220799993,2017-02-14 00:00:00,"On November 18, 2016, an employee was installing a computer system. The employee may have been exposed to Legionella and died from Legionnaires' Disease Pneumonia. The medical records of two employee were reviewed and the three employee worked together in the same area of the same facility, for nearly a week.  The employee illness was not work related. ",EMPLOYEES FALLS WHILE SETTING UP TRUSSES AND INCURS MULTIPLE,"EXPLOSION,DUST",M,Pipeline,5,8,E,"$1,000,000 to $5,000,000",C,Maintenance or repair,Fatal,22,Poison,5,Left Leg,9,Ingestion,4.46139351939403,Work-Surface/Facility-Layout Condition,0,Insufficient /Lack/Respiratory Protection,2,Not Regularly Assigned,5,14,0
220958730,2015-10-25 00:00:00,"At 9:00 a.m. on November 11, 2016, an employee was operating a John Deere 540D log skidder.There were two employees onsite in this very rural 1700 acre tract of land.  There were using a Hydro- Ax machine to fell the trees, and using multiple log skidders to move the logs.  The employee stopped the log skidder, left it running without setting the safety brake and climbed out on the ground.  The machine moved and ran over and crushed the employee. The machine moved and ran over and crushed the employee.",EMPLOYEE'S FINGER IS AMPUTATED WHILE CLEANING A QUILL PULLER,"SKIDDER,REPAIR,STRUCK BY,CONTUSION,LEAK,HYDRAULIC LIFT,CONNECTOR,SUSPENDED LOAD",Q,Contractor's yard/facility,11,40,B,"$50,000 to $250,000",B,Alteration or rehabilitation,Fatal,2,"Fracture, Broken Bones",4,Whole Body,5,Caught in or between,5.230118285692111,Catch Point/Puncture Action,6,Insufficient /Lack/Engineering Controls,2,Not Regularly Assigned,0,25,0
220975494,2016-09-21 00:00:00,"At 1:30 p.m. on November 3, 2016, an employee was operating a forging hammer (Hammer #85). While working on Hammer 85, a piece of material became lodged in the top die of the machine. The crew was attempting to dislodge the material from the hammer when a piece of metal was discharged from the machine, the metal struck the employee in the facial area.  The employee was killed from the flying piece of metal. ",EMPLOYEE'S FRACTURES FINGER WHILE CHANGING PADS ON A BELL JA,"SLIP,SLIPPERY SURFACE,FRACTURE,HIP",L,"Shoreline development, dam, reservoir",11,40,D,"$500,000 to $1,000,000",C,Maintenance or repair,Nonfatal,7,Fire Burn,3,Wrist,11,Struck against,11.687046774042514,Temperature +/- Tolerance Lev.,13,Lockout/Tagout Procedure Malfunction,1,Regularly Assigned,614,14,0
220940191,2016-09-12 00:00:00,"At 8:15 a.m. on April 11, 2017, Employee #1, a lead plumber employed by a plumbing company, was working at a job site.  After disconnecting a rooftop boiler, he began to descend a fixed ladder.  He was wearing latex gloves and carrying a plastic bag as he climbed down.  Employee #1 lost his grip and fell from the ladder, a fall height of 13 to 14 feet.  Emergency services were called, and Employee #1 was transported to the hospital.  He was admitted and treated for a fractured right ankle. ",WORKER'S FINGER IS CRUSHED BY HYDRAULIC PUNCH PRESS,"STRUCK BY,LAWN MOWER,ROLL-OVER,KNEE,CRUSHED,STEEP GRADE",A,Single family or duplex dwelling,9,16,E,"$1,000,000 to $5,000,000",C,Maintenance or repair,Fatal,2,Electrocution,21,Left Leg,7,Bite/sting/scratch,7.129228990681072,"Weather, Earthquake, Etc.",4,Malfunction In Securing/Warning Op,2,Not Regularly Assigned,337,20,0
220939490,2016-04-17 00:00:00,"At 12:31 p.m. on August 15, 2016, Employee #1 was cleaning bird feces using a shop vac on an elevated I-beam in an airplane hanger. The employee fell off of the I-beam, through a soffit and landed 60 feet below onto the tarmac. He sustained multiple injuries and was killed. ",EMPLOYEE FALLS OFF A ROOF AND IS KILLED,"CAUGHT IN,ROLL-OVER,RIDING ON EQUIPMENT,DROWNING,LAWN MOWER",N,"Excavation, landfill",5,76,B,"$50,000 to $250,000",D,Demolition,Fatal,5,"Bruising, Contusion",12,Feet,11,Inhalation,14.783677577535647,Illumination,4,Distracting Actions By Others,2,Not Regularly Assigned,530,0,0
220818322,2017-05-22 00:00:00,"At 2:30 p.m. on January 5, 2017, Employees #1 & #2 were using welding equipment to repair a small crack on the landing gear mounting support bolster of the cargo tank # 253. Employee #2 was the welder and Employee #1 was the welder assistant at the time of accident. The work was taking place at the welding area in the back of company's property. At approximate 1:30 PM, Employees #1 & #2 were directed by the company president to open the top manways and product piping on the cargo tank and attach a blower to the cargo tank to purge any hazardous vapors before any welding was performed. After locating the crack, Employee #2 started preparing the welding with some grinding and cleaning the crack. Employee #2 then began welding and Employee #1 stood next to his position to assist Employee #2. After few minutes of welding, the explosion occurred. Employee #1 suffered serious back and spine injuries that caused permanent paralysis from the hip down. Employee #2 suffered second-degree burns to face, chest, back of ear, and hand, as well as fractured face and internal organs injuries. Both Employee #1 and Employee #2 were transported to St Francis Medical Center and transferred to Torrance Medical Center later that evening. Employee #2 was hospitalized for 2 weeks at the Torrance Medical Center. Employee #1 was hospitalized for few months at Torrance Medical Center, then transferred to USC Hospital, and finally transferred to the rehabilitation center in Downey. ",EMPLOYEE IS CAUGHT BETWEEN ROLLING AND PARKED BUSES,"VERTEBRA,HIP,CONTUSION,FALL,FOREHEAD,HEAD,DISLOCATED",K,"Tower, tank, storage ,elevator",8,10,F,"$5,000,000 to $10,000,000",E,Other,Nonfatal,17,Fall/strike,25,Right Eye,13,Card-vascular/resp. fail.,15.272565457775201,Illumination,11,Mater-Handling Procedure Inappropriate,2,Not Regularly Assigned,240,6,0
220847123,2016-09-21 00:00:00,"At 5:30 p.m. on March 10, 2017, an employee walking on a level surface was exiting a custodial closet. The employee slipped and fell (fall from same level).  It had been raining, and the concrete was wet and slippery. He sustained a broken femur. ","EMPLOYEE SLIPS, HITS HEAD ON WET CONCRETE FLOOR, AND IS KILL","BURN,FOOD PREPARATION",E,Refinery,3,5,0, ,E,Other,Fatal,5,"Bruising, Contusion",10,Head,1,Struck-by,5.977257780172651,Catch Point/Puncture Action,12,Perception Malfunction Task-Environment,1,Regularly Assigned,C730,4,0
220943914,2016-02-06 00:00:00,"At approximately 10:30 p.m. on March 3, 2017, Employee #1 was pinned between steel beams and his chest was crushed.  Employee #1 died. ",EMPLOYEE IS KILLED WHEN IMPALED BY METAL GATE.,"PPE,CONSTRUCTION,SCAFFOLD,FALLING OBJECT,STRUCK BY",H,Other building,11,1,A,"Under $50,000",B,Alteration or rehabilitation,Fatal,21,Serious Fall/Strike,5,Internal Injuries,1,Struck-by,1.3261302064448266,Work-Surface/Facility-Layout Condition,15,Insufficient/Lack/Housekeeping Program,2,Not Regularly Assigned,10,24,0
220885123,2015-08-05 00:00:00,"At 10:30 a.m. on February 23, 2017, an employee was preparing a sewer stub for a manhole installation. During work, sheathing that had been used as shoring was removed, causing the soil around the sewer pipe to collapse. The employee's right leg became trapped and was fractured, requiring hospitalization for treatment. ",EMPLOYEE FALLS FROM CONVEYOR AND IS INJURED,"ARM,BURN,HEAT,LOCKOUT/TAGOUT,HAND,FACE,CHEMICAL",A,Single family or duplex dwelling,19,16,D,"$500,000 to $1,000,000",B,Alteration or rehabilitation,Nonfatal,13,Poison,26,Right Eye,7,Ingestion,13.64350020152775,Chemical Action/Reaction Expos,0,Insufficient /Lack/Respiratory Protection,2,Not Regularly Assigned,5,7,0
220943757,2016-06-27 00:00:00,"At 8:15 a.m. on November 28, 2016, an employee was installing a metal roofing deck.  The weight of the material placed on the roof decking caused the decking to buckle and the roof to collapse.  The employee fell to the concrete floor and sustained fatal head trauma. ",HIGHWAY FLAGGER IS RUN OVER AND KILLED BY TRASH TRUCK,"STRUCK BY,TREE,HEAD",M,Pipeline,13,19,C,"$250,000 to $500,000",0, ,Fatal,5,Fire Burn,19,Fingers,12,Fall (same level),2.099635623888373,Work-Surface/Facility-Layout Condition,20,Position Inappropriate For Task,2,Not Regularly Assigned,0,3,0
220953319,2015-11-30 00:00:00,"At 3:11 p.m. on August 26, 2015, Employee #1, who had worked with the company for three months as a forklift operator/ repacking, was working alone in the repacking area making a transfer of flammable liquid acetone from an elevated 793-gallon stainless steel intermediate bulk container (tote) to a 350-gallon stainless steel tote on the ground. In order to make the transfer, Employee #1 elevated the 793-gallon tote with a Yale forklift.  The main valve connected directly to the tote was open, and the valve connected to the transfer hose was closed. While elevating the 793-gallon tote, the valve connected to the transfer hose broke when the two totes came into contact with each other, causing the acetone liquid to spill. Employee #1 tried to close the main valve by going under the elevated tote, but it was too low. The employee went back to the forklift cab and elevated the tote higher. The employee went under the elevated tote the second time, and was able to close the valve. As the leaked acetone vapor travelled, it came in contact with the hot surface of the forklift engine, and caught the forklift and Employee #1 on fire.  Employee #1 was able to get out of the burning forklift, but suffered third degree burns over more than 60 percent of his body. He was taken to a local hospital but died a month later as a result of his injuries. ",EMPLOYEE IS KILLED WHEN STRUCK AND RUN OVER BY TRUCK,"BRAIN,RESIDENTIAL CONSTRUCTION,FALL,LADDER",J,Bridge,139,13,A,"Under $50,000",C,Maintenance or repair,Nonfatal,20,Puncture,2,Hip,12,Struck against,3.1788365080138745,Materials Handling Equip./Method,12,Defective Equipment In Use,2,Not Regularly Assigned,1640,12,0
220785950,2015-12-15 00:00:00,"On April 20, 2017, an employee was power washing garbage trucks. During work, some of the chemical concentrate used in the power washer came into contact with the employee's boots. The chemical leeched through his boots, causing the employee to sustain chemical burns to his feet and calves. ",TWO EMPLOYEES KILLED IN BOAT EXPLOSION,"CAUGHT IN,ROLLER CONVEYOR,FINGER,NIP POINT,AMPUTATION,AMPUTATED",K,"Tower, tank, storage ,elevator",1,5,G,"$10,000,000 to $20,000,000",D,Demolition,Fatal,21,Serious Fall/Strike,10,Heart,10,Rubbed/abraded,1.895413690678263,Materials Handling Equip./Method,0,Malfunction Neuromuscular System,2,Not Regularly Assigned,8330,16,0
220792832,2015-10-06 00:00:00,"At 1:00 a.m. on March 10, 2017, Employee #1, employed by a steel fabricator, was working at a die press machine.  She was attempting to reposition a misfed work piece.  After stopping the press cycle using a foot pedal, she pushed the work piece back into the correct position.  The pneumatic material hold clamp activated and extended to its normal position, pinching Employee #1's right index finger between the clamp and the die.  Emergency services were called, and Employee #1 was transported to the hospital.  She was treated for the partial amputation of her finger. ",EMPLOYEE FALLS DOWN STAIRS AND IS BURNED FROM SPILLED HOT OI,"STRUCK BY,HEAD,SILO,LOCKOUT/TAGOUT",Q,Contractor's yard/facility,0,2,E,"$1,000,000 to $5,000,000",D,Demolition,Fatal,21,Serious Fall/Strike,28,Lungs (Puncture),7,Inhalation,8.772988222883468,"Weather, Earthquake, Etc.",8,Distracting Actions By Others,2,Not Regularly Assigned,614,16,0
220844476,2016-02-15 00:00:00,"At 10:30 a.m. on January 27, 2017, an employee was working at a gas station at the fuel kiosk. After being asked by a customer to provide assistance at one of the fuel pumps, the employee tripped over a curve while walking to the fuel pump. He fell to the ground, striking the customer's vehicle on the way down. He sustained a broken hip, which he was hospitalized for treatment that consisted of emergency surgery. ",EMPLOYEE AMPUTATES THUMB ON SAW BLADE,"ELEVATED WORK PLATFORM,FALL,MATERIAL HANDLING",F,Power plant,25,21,E,"$1,000,000 to $5,000,000",D,Demolition,Fatal,7,Laceration,28,Ribs,2,Caught in or between,7.665523603244681,"Weather, Earthquake, Etc.",12,Defective Equipment In Use,2,Not Regularly Assigned,1340,8,0
220951271,2017-01-18 00:00:00,"At 6:00 a.m. on November 26, 2016, an employee reported to a fire scene to direct traffic.  While at the scene, the employee collapsed.  The employee was taken to the hospital, where he died from a heart attack. ",EMPLOYEE IS CRUSHED IN A MOLDING MACHINE AND IS KILLED.,"STRUCK BY,MATERIAL HANDLING,BACKING UP,WAREHOUSE,BACK-UP ALARM,POWERED INDUSTRIAL VEHICLE",M,Pipeline,4,7,D,"$500,000 to $1,000,000",B,Alteration or rehabilitation,Fatal,12,Laceration,22,Femur,12,Struck-by,11.271792151153267,Temperature +/- Tolerance Lev.,6,Insufficient /Lack/Protective Work Clothing/Equipment,2,Not Regularly Assigned,8330,15,0
220959118,2015-12-13 00:00:00,"At 5:30 p.m. on January 14, 2016, an employee who was a lineman was hanging fuses and barrels onto an electrical cutout. The employee contacted a live electrical line and sustained an electrical shock that killed him. ",EMPLOYEE IS SHOCKED WHEN LADDER TOUCHES POWER LINE,"CONSTRUCTION,FALL,LADDER,FALL PROTECTION,HEAD,SCAFFOLD",K,"Tower, tank, storage ,elevator",8,8,E,"$1,000,000 to $5,000,000",E,Other,Fatal,7,Head Trauma,13,Head,4,Card-vascular/resp. fail.,12.556713306348298,Flammable Liquid/Solid Exposure,10,Mater-Handling Procedure Inappropriate,2,Not Regularly Assigned,1803,1,0
220939250,2015-10-09 00:00:00,"At 4:55 p.m. on March 22, 2017, Employee #1 was standing on the right side of an intermittently rotating/revolving Kalix Dupey tube holder of a filling machine and cleaning the undersurface with a paper towel.  During the cleaning process, her right middle fingertip was pinched/crushed between the reciprocating tube ejector rod and the rotating/revolving tube holder plate. The employees fingertip was crushed, and she sustained a deep laceration. Employee #1 was taken to the hospital, treated and released. ",EMPLOYEE STRUCK AND KILLED BY A PASSENGER VEHICLE,"CAUGHT IN,CRUSHING,VEHICLE,FALLING OBJECT,LOCKOUT/TAGOUT,MATERIAL HANDLING,AGRICULTURE MACHINERY/VEHICLE,AGRICULTURE,STRUCK BY",N,"Excavation, landfill",139,16,F,"$5,000,000 to $10,000,000",C,Maintenance or repair,Fatal,1,Serious Fall/Strike,3,Back,1,Caught in or between,0.7668109194521324,Other,17,Mater-Handling Procedure Inappropriate,2,Not Regularly Assigned,0,17,0
220953426,2016-08-20 00:00:00,"At 11:10 p.m. on May 27, 2016, an employee had finished tilling a field for the day; he got on a ATV and told his helper that he would race him to the house.  The helper was in a pickup truck and they headed toward the south on a two-track dirt path across the field.  The helper looked back and noticed that the employee was not close to him.  The path heads south and then makes a 90 degree turn to the west to go to the farm building.  As the helper turned to the west, the ATV started to pass the pickup on the right side and crashed into the pickup.  The employee sustained injuries to the head and neck and was killed.	 injuries to the head and neck and was killed.",EMPLOYEE IS KILLED WHEN CRUSHED BETWEEN GRANITE SLABS,"SHIPYARD,WELDING,COMPRESSED GAS,FIRE,SHIP,BURN",M,Pipeline,76,19,D,"$500,000 to $1,000,000",0, ,Nonfatal,2,"Bruising, Contusion",21,Arm,11,Ingestion,15.336732781023686,Illumination,0,Insufficient /Lack/Respiratory Protection,2,Not Regularly Assigned,8880,10,0
220858161,2016-09-23 00:00:00,"At 10:30 a.m. on March 8, 2017, Employee #1, employed by a train manufacturer, was working from a stepladder and assisting in the removal of the cable tray from the inside of a train.  As he descended and stepped off the stepladder, his foot came into contact with the caster of a cart used for moving equipment.  Employee #1 fell into the cart.  Emergency services were called, and Employee #1 was transported to the hospital.  He was admitted and treated for multiple fractured ribs. ",EMPLOYEE CRUSHED BY FALLING BALE OF HAY,"PINNED,FRONT END LOADER,CAUGHT BETWEEN,CRUSHED",G,Sewer/water treatment plant,21,21,F,"$5,000,000 to $10,000,000",C,Maintenance or repair,Nonfatal,16,Fall from Elevation,27,0,10,Rubbed/abraded,16.69924711222023,Flammable Liquid/Solid Exposure,20,Insufficient /Lack/Engineering Controls,2,Not Regularly Assigned,1340,1,0
